Ref Temp [C],Ref Temp [K],R/G,G/B,Ravg,Gavg,Bavg,Pred Temp [K]
1828.89725,2102.04725,1.151479271,3.622038744,11436.4,9931.92,2742.08,2102.742858
1828.89725,2102.04725,1.160341309,3.64526165,11338.6,9771.78,2680.68,2085.991486
1828.89725,2102.04725,1.168573643,3.635072232,11279.4,9652.28,2655.32,2070.732354
1828.89725,2102.04725,1.155744136,3.627570778,11562.7,10004.55,2757.92,2094.638754
1828.89725,2102.04725,1.14623062,3.62013807,11829.1,10320,2850.72,2112.825751
1828.89725,2102.04725,1.156497178,3.625153327,11894.4,10284.85,2837.08,2093.216036
1828.89725,2102.04725,1.150088013,3.575374336,11028.7,9589.44,2682.08,2105.403717
1828.89725,2102.04725,1.152640196,3.614546961,11263.6,9772,2703.52,2100.52901
1828.89725,2102.04725,1.145128748,3.604858782,11078.8,9674.72,2683.8,2114.957954
1828.89725,2102.04725,1.159349775,3.626109852,10984.7,9474.88,2612.96,2087.848857
1926.85337,2200.00337,1.104614101,3.432838386,13238.8,11985,3491.28,2197.218296
1926.85337,2200.00337,1.110243423,3.458005787,13108.2,11806.6,3414.28,2185.326362
1926.85337,2200.00337,1.111682925,3.436059401,13025.7,11717.1,3410.04,2182.309978
1926.85337,2200.00337,1.108262626,3.429099995,13414.3,12103.9,3529.76,2189.493304
1926.85337,2200.00337,1.114470528,3.414690411,13774.8,12359.95,3619.64,2176.496965
1926.85337,2200.00337,1.101980119,3.432228833,13857.4,12575,3663.8,2202.835498
1926.85337,2200.00337,1.098700148,3.392772973,12653.4,11516.7,3394.48,2209.877902
1926.85337,2200.00337,1.103622507,3.461355211,13149,11914.4,3442.12,2199.328979
1926.85337,2200.00337,1.095594609,3.449474696,12892.3,11767.4,3411.36,2216.594752
1926.85337,2200.00337,1.104039083,3.414708647,12836,11626.4,3404.8,2198.44168
1926.85337,2200.00337,1.111698415,3.458644403,13060.9,11748.6,3396.88,2182.277573
1926.85337,2200.00337,1.109617764,3.451745331,12912.4,11636.8,3371.28,2186.640497
1926.85337,2200.00337,1.106555726,3.473079122,12906.7,11663.85,3358.36,2193.099268
1926.85337,2200.00337,1.10271829,3.457498617,13230.8,11998.35,3470.24,2201.25786
1926.85337,2200.00337,1.10200509,3.416683281,13597.2,12338.6,3611.28,2202.782087
1926.85337,2200.00337,1.105309063,3.422359886,13623.1,12325.15,3601.36,2195.741872
1926.85337,2200.00337,1.084154271,3.377232035,12171.8,11227,3324.32,2241.755015
1926.85337,2200.00337,1.097606736,3.444929794,12958.4,11806.05,3427.08,2212.237352
1926.85337,2200.00337,1.10497534,3.478467632,12770.2,11557,3322.44,2196.450563
1926.85337,2200.00337,1.106908182,3.442380345,12667.9,11444.4,3324.56,2192.353519
2023.417065,2296.567065,1.068187517,3.314760567,11289.3,10568.65,3188.36,2277.990209
2023.417065,2296.567065,1.067884234,3.291172654,11051,10348.5,3144.32,2278.691374
2023.417065,2296.567065,1.061686849,3.28652004,11073.5,10430.1,3173.6,2293.126261
2023.417065,2296.567065,1.062983712,3.317032077,11489.1,10808.35,3258.44,2290.088676
2023.417065,2296.567065,1.056492257,3.278149475,11833.4,11200.65,3416.76,2305.383982
2023.417065,2296.567065,1.061400469,3.289000793,11792,11109.85,3377.88,2293.79825
2023.417065,2296.567065,1.043700488,3.233242616,10638.7,10193.25,3152.64,2336.196177
2023.417065,2296.567065,1.064492973,3.297453531,11270,10587.2,3210.72,2286.564921
2023.417065,2296.567065,1.06445422,3.316350323,11203.7,10525.3,3173.76,2286.655248
2023.417065,2296.567065,1.064636962,3.305602706,11113,10438.3,3157.76,2286.229377
2023.417065,2296.567065,1.069616188,3.319492981,11988.9,11208.6,3376.6,2274.693766
2023.417065,2296.567065,1.059565219,3.291081689,11773.2,11111.35,3376.2,2298.115115
2023.417065,2296.567065,1.062550135,3.298461227,11789.1,11095.1,3363.72,2291.103222
2023.417065,2296.567065,1.060153242,3.302397514,12099.9,11413.35,3456.08,2296.73
2023.417065,2296.567065,1.06071649,3.288557574,12545.2,11827.1,3596.44,2295.404985
2023.417065,2296.567065,1.066046958,3.29148405,12649.5,11865.8,3605,2282.949428
2023.417065,2296.567065,1.044945749,3.211763549,11263,10778.55,3355.96,2333.156968
2023.417065,2296.567065,1.059064942,3.302436069,11948,11281.65,3416.16,2299.295009
2023.417065,2296.567065,1.056884275,3.289629917,11829.6,11192.9,3402.48,2304.45385
2023.417065,2296.567065,1.064925696,3.30346504,11809.6,11089.6,3356.96,2285.556859
2107.430087,2380.580087,1.028714798,3.193781595,8552.92,8314.18,2603.24,2373.45552
2107.430087,2380.580087,1.035558893,3.155958098,8411.12,8122.3,2573.64,2356.280872
2107.430087,2380.580087,1.027129677,3.191980651,8621.48,8393.76,2629.64,2377.471575
2107.430087,2380.580087,1.02341517,3.119407536,8793.92,8592.72,2754.6,2386.939607
2107.430087,2380.580087,1.017734792,3.139152148,9007.36,8850.4,2819.36,2401.574183
2107.430087,2380.580087,1.026947776,3.138994307,9105.72,8866.78,2824.72,2377.933368
2107.430087,2380.580087,0.999178451,3.11853069,8002.68,8009.26,2568.28,2450.719922
2107.430087,2380.580087,1.014921644,3.120387724,8449.04,8324.82,2667.88,2408.89211
2107.430087,2380.580087,1.017256326,3.151520239,8401.52,8259,2620.64,2402.815528
2107.430087,2380.580087,1.026632991,3.169176615,8503.56,8282.96,2613.6,2378.732963
2107.430087,2380.580087,1.02850744,3.214239916,9074.48,8822.96,2744.96,2373.980059
2107.430087,2380.580087,1.029638919,3.160513169,9014.88,8755.38,2770.24,2371.120853
2107.430087,2380.580087,1.028204826,3.178291127,9260.28,9006.26,2833.68,2374.746001
2107.430087,2380.580087,1.022165509,3.116450645,9516.32,9309.96,2987.36,2390.142949
2107.430087,2380.580087,1.010251729,3.150463578,9584.44,9487.18,3011.36,2421.143896
2107.430087,2380.580087,1.029383584,3.154409035,9797.92,9518.24,3017.44,2371.765433
2107.430087,2380.580087,1.007972492,3.115834753,8630.2,8561.94,2747.88,2427.170974
2107.430087,2380.580087,1.026813792,3.162686968,9188.32,8948.38,2829.36,2378.273634
2107.430087,2380.580087,1.02956097,3.166088004,9088.12,8827.18,2788.04,2371.317592
2107.430087,2380.580087,1.029287024,3.183247441,9028,8771.12,2755.4,2372.00929
2173.642622,2446.792622,1.000941712,3.039243014,12223.3,12211.8,4018.04,2445.960467
2173.642622,2446.792622,0.992444895,3.037699835,11940.7,12031.6,3960.76,2469.071454
2173.642622,2446.792622,0.987113586,3.034596654,12424.7,12586.9,4147.8,2483.801224
2173.642622,2446.792622,0.981474448,3.010011547,12791.9,13033.35,4330,2499.576148
2173.642622,2446.792622,0.986923484,3.023370708,12773.8,12943.05,4281,2484.329744
2173.642622,2446.792622,0.996133883,3.057616233,13089,13139.8,4297.4,2458.982856
2173.642622,2446.792622,0.973833016,2.956852471,11375.1,11680.75,3950.4,2521.275787
2173.642622,2446.792622,0.996059966,3.037107839,12311.6,12360.3,4069.76,2459.184177
2173.642622,2446.792622,0.993053419,3.041140504,12101.2,12185.85,4007,2467.401458
2173.642622,2446.792622,0.994676875,3.018572704,12108.5,12173.3,4032.8,2462.95739
2173.642622,2446.792622,0.993049755,3.058372109,12244.8,12330.5,4031.72,2467.411506
2173.642622,2446.792622,0.999172189,3.047638293,12130.4,12140.45,3983.56,2450.736858
2173.642622,2446.792622,0.991321555,3.014963717,12273.8,12381.25,4106.6,2472.160338
2173.642622,2446.792622,0.991111563,3.029102534,12678.2,12791.9,4223,2472.738632
2173.642622,2446.792622,0.982752875,3.032618183,12974.5,13202.2,4353.4,2495.982218
2173.642622,2446.792622,0.993658014,3.062174794,13215.9,13300.25,4343.4,2465.744521
2173.642622,2446.792622,0.97433897,2.982045317,11489.6,11792.2,3954.4,2519.827401
2173.642622,2446.792622,0.994895038,3.066188531,12424.1,12487.85,4072.76,2462.361433
2173.642622,2446.792622,0.993066268,3.069450536,12231.2,12316.6,4012.64,2467.366219
2173.642622,2446.792622,0.991958869,3.034238061,12058.5,12156.25,4006.36,2470.406931
2264.338981,2537.488981,0.955565509,2.934907756,12374,12949.4,4412.2,2574.692813
2264.338981,2537.488981,0.96322751,2.952903861,12420,12894.15,4366.6,2552.019808
2264.338981,2537.488981,0.971455009,2.94855099,12493.3,12860.4,4361.6,2528.105476
2264.338981,2537.488981,0.961664548,2.926576165,12936.6,13452.3,4596.6,2556.613128
2264.338981,2537.488981,0.955311761,2.920733244,13288.1,13909.7,4762.4,2575.450404
2264.338981,2537.488981,0.964367574,2.923342755,13484.8,13983.05,4783.24,2548.679517
2264.338981,2537.488981,0.941959612,2.866667445,11561,12273.35,4281.4,2615.930643
2264.338981,2537.488981,0.968740316,2.943565824,12661,13069.55,4440.04,2535.947083
2264.338981,2537.488981,0.965930363,2.945509322,12513,12954.35,4398,2544.114603
2264.338981,2537.488981,0.961740331,2.930552416,12469.3,12965.35,4424.2,2556.39004
2264.338981,2537.488981,0.968597996,2.934224271,12515.4,12921.15,4403.6,2536.359512
2264.338981,2537.488981,0.96420791,2.954780154,12414.9,12875.75,4357.6,2549.146801
2264.338981,2537.488981,0.970990922,2.961893337,12418.1,12789.1,4317.88,2529.442626
2264.338981,2537.488981,0.969134591,2.9333103,12835.8,13244.6,4515.24,2534.805206
2264.338981,2537.488981,0.959727926,2.932684962,13263.2,13819.75,4712.32,2562.327068
2264.338981,2537.488981,0.965289801,2.934937675,13464.2,13948.35,4752.52,2545.983742
2264.338981,2537.488981,0.950619393,2.878957475,11687.2,12294.3,4270.4,2589.538185
2264.338981,2537.488981,0.959254903,2.920661212,12601.3,13136.55,4497.8,2563.726497
2264.338981,2537.488981,0.967240645,2.945218906,12498.2,12921.5,4387.28,2540.299643
2264.338981,2537.488981,0.961988033,2.960994369,12443.7,12935.4,4368.6,2555.661125
2344.300135,2617.450135,0.928475224,2.851285167,8713.48,9384.72,3291.4,2658.061815
2344.300135,2617.450135,0.938187075,2.860158037,8774.92,9353.06,3270.12,2627.589676
2344.300135,2617.450135,0.935056983,2.852945428,8857.72,9472.92,3320.4,2637.338395
2344.300135,2617.450135,0.933713856,2.84311355,9134.56,9783.04,3440.96,2641.542607
2344.300135,2617.450135,0.930207258,2.823890839,9371.28,10074.4,3567.56,2652.578657
2344.300135,2617.450135,0.931814824,2.802512811,9396.84,10084.45,3598.36,2647.508525
2344.300135,2617.450135,0.917421683,2.782754745,8177.64,8913.72,3203.2,2693.55922
2344.300135,2617.450135,0.937074848,2.845399527,8934.84,9534.82,3350.96,2631.045891
2344.300135,2617.450135,0.932613917,2.849390332,8822.08,9459.52,3319.84,2644.995035
2344.300135,2617.450135,0.937254484,2.835278201,8799.32,9388.4,3311.28,2630.487091
2344.300135,2617.450135,0.934538059,2.870043579,9970.68,10669.1,3717.4,2638.961216
2344.300135,2617.450135,0.941308125,2.849725346,9942.52,10562.45,3706.48,2617.937021
2344.300135,2617.450135,0.936941831,2.853238932,9934.16,10602.75,3716.04,2631.459814
2344.300135,2617.450135,0.930581033,2.819262792,10222.2,10984.75,3896.32,2651.398172
2344.300135,2617.450135,0.930401266,2.832874447,10645,11441.3,4038.76,2651.965804
2344.300135,2617.450135,0.937290809,2.841599442,10697.3,11413,4016.4,2630.374123
2344.300135,2617.450135,0.923777661,2.792876472,9305.12,10072.9,3606.64,2673.040475
2344.300135,2617.450135,0.940876007,2.852355359,10186.3,10826.4,3795.6,2619.269429
2344.300135,2617.450135,0.938961919,2.834947517,9971.4,10619.6,3745.96,2625.186957
2344.300135,2617.450135,0.934680628,2.844074327,9948.32,10643.55,3742.36,2638.515174
2431.939167,2705.089167,0.912515522,2.780188996,10287.7,11274,4055.12,2709.597945
2431.939167,2705.089167,0.909402413,2.782065769,10164.8,11177.45,4017.68,2719.866416
2431.939167,2705.089167,0.909597362,2.772938583,10482.2,11524,4155.88,2719.22129
2431.939167,2705.089167,0.902842851,2.758612759,10829.6,11995,4348.2,2741.737461
2431.939167,2705.089167,0.9063679,2.727509492,10678.6,11781.75,4319.6,2729.944451
2431.939167,2705.089167,0.916491113,2.783198204,11137.2,12152,4366.2,2696.587864
2431.939167,2705.089167,0.88739559,2.708884794,9444.64,10643.1,3928.96,2794.520146
2431.939167,2705.089167,0.908501143,2.783183717,10433,11483.75,4126.12,2722.852547
2431.939167,2705.089167,0.912876381,2.762963418,10273.1,11253.55,4073,2708.41227
2431.939167,2705.089167,0.905149426,2.753393099,9952.48,10995.4,3993.4,2734.010377
2431.939167,2705.089167,0.917173835,2.774670199,10586.8,11542.85,4160.08,2694.365253
2431.939167,2705.089167,0.911471417,2.747815376,10776.6,11823.3,4302.8,2713.033947
2431.939167,2705.089167,0.910109848,2.734928644,11197.4,12303.35,4498.6,2717.526707
2431.939167,2705.089167,0.910405348,2.73846918,10540.4,11577.7,4227.8,2716.550488
2431.939167,2705.089167,0.916707024,2.796632704,10316.3,11253.65,4024,2695.884595
2431.939167,2705.089167,0.915092172,2.756297722,11350.3,12403.45,4500.04,2701.152728
2431.939167,2705.089167,0.887586829,2.701229468,9691.96,10919.45,4042.4,2793.855561
2431.939167,2705.089167,0.914962114,2.775504166,10728.8,11725.95,4224.8,2701.577843
2431.939167,2705.089167,0.91216016,2.750744188,10620.6,11643.35,4232.8,2710.766493
2431.939167,2705.089167,0.912180343,2.741705201,10492.4,11502.55,4195.4,2710.700102
2497.395577,2770.545577,0.899943175,2.719699019,10135.7,11262.6,4141.12,2751.507893
2497.395577,2770.545577,0.895093364,2.716059843,10042.5,11219.5,4130.8,2767.990745
2497.395577,2770.545577,0.888668587,2.692136021,10398.4,11701.1,4346.4,2790.101591
2497.395577,2770.545577,0.88808175,2.67844336,10746.1,12100.35,4517.68,2792.136944
2497.395577,2770.545577,0.889031281,2.684980785,10683.4,12016.9,4475.6,2788.844966
2497.395577,2770.545577,0.889587967,2.682545996,10858.8,12206.55,4550.36,2786.918184
2497.395577,2770.545577,0.87882609,2.653429064,9366.88,10658.4,4016.84,2824.591376
2497.395577,2770.545577,0.890519173,2.681886854,10275.3,11538.55,4302.4,2783.700444
2497.395577,2770.545577,0.892768451,2.678065385,10191.8,11415.95,4262.76,2775.955536
2497.395577,2770.545577,0.891496247,2.679869272,10124.5,11356.75,4237.8,2780.331348
2497.395577,2770.545577,0.889297462,2.699404902,10205.8,11476.25,4251.4,2787.923372
2497.395577,2770.545577,0.896488026,2.699063427,10143,11314.15,4191.88,2763.232551
2497.395577,2770.545577,0.890433009,2.696895313,10565.7,11865.8,4399.8,2783.997899
2497.395577,2770.545577,0.885380213,2.717874413,10828.2,12230,4499.84,2801.541045
2497.395577,2770.545577,0.886855705,2.682504734,10502.5,11842.4,4414.68,2796.397849
2497.395577,2770.545577,0.895283311,2.695965646,10993.9,12279.8,4554.88,2767.341833
2497.395577,2770.545577,0.879053103,2.63837474,9372.64,10662.2,4041.2,2823.787383
2497.395577,2770.545577,0.886885895,2.689709494,10297.1,11610.4,4316.6,2796.292788
2497.395577,2770.545577,0.890275579,2.687954588,10265.1,11530.25,4289.6,2784.541528
2497.395577,2770.545577,0.894709078,2.676660234,10176.6,11374.2,4249.4,2769.304413
2565.166492,2838.316492,0.879589621,2.636344437,9113.56,10361.15,3930.12,2821.888853
2565.166492,2838.316492,0.87248339,2.648108814,9028.24,10347.75,3907.6,2847.218719
2565.166492,2838.316492,0.866558555,2.61478605,9137.6,10544.7,4032.72,2868.643709
2565.166492,2838.316492,0.873959848,2.614278155,9498.72,10868.6,4157.4,2841.923145
2565.166492,2838.316492,0.865183475,2.623699827,9593.76,11088.7,4226.36,2873.656364
2565.166492,2838.316492,0.872905575,2.612825548,9755.68,11176.1,4277.4,2845.702713
2565.166492,2838.316492,0.852702858,2.577983984,8300.96,9734.88,3776.16,2919.853802
2565.166492,2838.316492,0.87092309,2.620148058,9173.52,10533.1,4020.04,2852.833814
2565.166492,2838.316492,0.873406977,2.631317562,9116.36,10437.7,3966.72,2843.90409
2565.166492,2838.316492,0.873604291,2.613983679,9055.52,10365.7,3965.48,2843.196832
2565.166492,2838.316492,0.873019213,2.609277063,9667.16,11073.25,4243.8,2845.294899
2565.166492,2838.316492,0.872276233,2.630548705,9676.64,11093.55,4217.2,2847.963109
2565.166492,2838.316492,0.869404472,2.623582857,10252.8,11792.9,4494.96,2858.317517
2565.166492,2838.316492,0.869546068,2.600471066,9792.48,11261.6,4330.6,2857.805439
2565.166492,2838.316492,0.874433805,2.633970574,9204.64,10526.4,3996.4,2840.226875
2565.166492,2838.316492,0.870003351,2.619774934,10386.1,11938,4556.88,2856.152781
2565.166492,2838.316492,0.85302447,2.595241072,8852.56,10377.85,3998.8,2918.647348
2565.166492,2838.316492,0.872348962,2.629399683,9827.36,11265.4,4284.4,2847.701726
2565.166492,2838.316492,0.870369923,2.625510683,9732.52,11182.05,4259,2854.829161
2565.166492,2838.316492,0.864694132,2.625670336,9652.84,11163.3,4251.6,2875.443864
2629.484112,2902.634112,0.848093522,2.547183412,8151.4,9611.44,3773.36,2937.23867
2629.484112,2902.634112,0.85627425,2.563929202,8156.8,9525.92,3715.36,2906.504295
2629.484112,2902.634112,0.853427525,2.545558784,8374.36,9812.62,3854.8,2917.136585
2629.484112,2902.634112,0.844154515,2.548674431,8579.48,10163.4,3987.72,2952.23534
2629.484112,2902.634112,0.847422203,2.553365963,8417.36,9932.9,3890.12,2939.785374
2629.484112,2902.634112,0.850831046,2.537649708,8725.4,10255.15,4041.2,2926.892427
2629.484112,2902.634112,0.836198196,2.527123322,7473.12,8937.02,3536.44,2982.92468
2629.484112,2902.634112,0.851400284,2.566814247,8351.76,9809.44,3821.64,2924.748842
2629.484112,2902.634112,0.847089414,2.557025446,8222.68,9706.98,3796.2,2941.049229
2629.484112,2902.634112,0.850493868,2.551024693,8266.12,9719.2,3809.92,2928.163406
2629.484112,2902.634112,0.85322153,2.575616418,8303.04,9731.4,3778.28,2917.908544
2629.484112,2902.634112,0.854458094,2.577932461,8265.72,9673.64,3752.48,2913.279801
2629.484112,2902.634112,0.842214119,2.530530541,8453.64,10037.4,3966.52,2959.670631
2629.484112,2902.634112,0.845993566,2.54032099,8717.16,10304.05,4056.2,2945.217535
2629.484112,2902.634112,0.850371116,2.574802355,8242.12,9692.38,3764.32,2928.626347
2629.484112,2902.634112,0.852030008,2.56411542,8932.64,10483.95,4088.72,2922.380606
2629.484112,2902.634112,0.836385574,2.526773242,7625.16,9116.8,3608.08,2982.195754
2629.484112,2902.634112,0.857235522,2.560997134,8458,9866.6,3852.64,2902.929031
2629.484112,2902.634112,0.846752607,2.57491755,8382.8,9899.94,3844.76,2942.329285
2629.484112,2902.634112,0.848634901,2.556234999,8315.4,9798.56,3833.2,2935.187634
2684.630664,2957.780664,0.835182478,2.507361755,8385.8,10040.68,4004.48,2986.881166
2684.630664,2957.780664,0.83976945,2.51496525,8545.2,10175.65,4046.04,2969.083353
2684.630664,2957.780664,0.831160288,2.495327103,8743.64,10519.8,4215.8,3002.635248
2684.630664,2957.780664,0.822476939,2.476351973,8858.2,10770.15,4349.2,3037.121837
2684.630664,2957.780664,0.834628667,2.520207275,8410.72,10077.2,3998.56,2989.04211
2684.630664,2957.780664,0.84103438,2.522708362,9179.68,10914.75,4326.6,2964.20669
2684.630664,2957.780664,0.826900713,2.473806,7850,9493.28,3837.52,3019.470799
2684.630664,2957.780664,0.839127736,2.525280238,8650.4,10308.8,4082.24,2971.562512
2684.630664,2957.780664,0.840063155,2.505449905,8592.88,10228.85,4082.64,2967.949832
2684.630664,2957.780664,0.840703399,2.508843349,8538.52,10156.4,4048.24,2965.481411
2684.630664,2957.780664,0.838726201,2.518978065,8186.84,9761.04,3875,2973.115549
2684.630664,2957.780664,0.843556386,2.53992802,8215.48,9739.1,3834.4,2954.523904
2684.630664,2957.780664,0.831390728,2.514671303,8357.68,10052.65,3997.6,3001.728918
2684.630664,2957.780664,0.834617785,2.48077656,8691.96,10414.3,4198,2989.084596
2684.630664,2957.780664,0.83848274,2.52753312,8171.4,9745.46,3855.72,2974.057864
2684.630664,2957.780664,0.837296803,2.507048583,8874.76,10599.3,4227.8,2978.655211
2684.630664,2957.780664,0.81803186,2.45028621,7577.56,9263.16,3780.44,3055.030194
2684.630664,2957.780664,0.828038376,2.497596274,8259.6,9974.9,3993.8,3014.958956
2684.630664,2957.780664,0.840519403,2.510446488,8313.88,9891.36,3940.08,2966.190441
2684.630664,2957.780664,0.837346661,2.512301013,8256.64,9860.48,3924.88,2978.461693
2760.73216,3033.88216,0.819504195,2.453081581,9694.12,11829.25,4822.2,3049.079221
2760.73216,3033.88216,0.816679191,2.456033139,9781.04,11976.6,4876.4,3060.514333
2760.73216,3033.88216,0.820157346,2.45615373,10169.5,12399.45,5048.32,3046.445383
2760.73216,3033.88216,0.811050122,2.446035926,10350.5,12761.85,5217.36,3083.510481
2760.73216,3033.88216,0.815588835,2.427147777,10162.4,12460.2,5133.68,3064.946747
2760.73216,3033.88216,0.825688643,2.476238081,10635.2,12880.4,5201.6,3024.290074
2760.73216,3033.88216,0.808402334,2.402488354,9055.44,11201.65,4662.52,3094.42506
2760.73216,3033.88216,0.817553055,2.455102343,10029.7,12267.95,4996.92,3056.969571
2760.73216,3033.88216,0.819902559,2.469770757,9971.04,12161.25,4924.04,3047.472366
2760.73216,3033.88216,0.825730537,2.451825124,9936.8,12033.95,4908.16,3024.123287
2760.73216,3033.88216,0.824506222,2.491050453,9547.04,11579.1,4648.28,3029.003761
2760.73216,3033.88216,0.823325546,2.439410636,9550,11599.3,4754.96,3033.722645
2760.73216,3033.88216,0.812911213,2.461863367,9784.24,12036.05,4889,3075.876289
2760.73216,3033.88216,0.81647931,2.451490245,10164.8,12449.55,5078.36,3061.326082
2760.73216,3033.88216,0.815933206,2.433500957,9381.6,11498,4724.88,3063.545706
2760.73216,3033.88216,0.82588142,2.464443211,10412.3,12607.5,5115.76,3023.522728
2760.73216,3033.88216,0.806674992,2.411113709,8817.24,10930.35,4533.32,3101.579325
2760.73216,3033.88216,0.82032691,2.432694425,9788.92,11932.95,4905.24,3045.762226
2760.73216,3033.88216,0.820180192,2.447724553,9731.52,11865.1,4847.4,3046.353321
2760.73216,3033.88216,0.818543293,2.4669757,9679.52,11825.3,4793.44,3052.96089
2810.10905,3083.25905,0.811502302,2.433636424,10673,13152.15,5404.32,3081.652798
2810.10905,3083.25905,0.80853104,2.390075011,10624.3,13140.25,5497.84,3093.89306
2810.10905,3083.25905,0.807969975,2.417263192,10979.1,13588.5,5621.44,3096.213279
2810.10905,3083.25905,0.806071679,2.39151358,11316.4,14038.95,5870.32,3104.084442
2810.10905,3083.25905,0.802936582,2.390724947,10767.5,13410.15,5609.24,3117.155133
2810.10905,3083.25905,0.807096014,2.410205777,11476.3,14219.25,5899.6,3099.833072
2810.10905,3083.25905,0.793040816,2.375611162,9740.96,12283.05,5170.48,3158.999409
2810.10905,3083.25905,0.808991601,2.402822883,10893.8,13465.9,5604.2,3091.990578
2810.10905,3083.25905,0.807286458,2.403882032,10817.8,13400.2,5574.4,3099.043699
2810.10905,3083.25905,0.806342239,2.400547949,10654.2,13213,5504.16,3102.960601
2810.10905,3083.25905,0.81525642,2.420669522,10728,13159.05,5436.12,3066.30014
2810.10905,3083.25905,0.813662644,2.447320528,10744.7,13205.35,5395.84,3072.80266
2810.10905,3083.25905,0.803667443,2.400990531,11053.2,13753.45,5728.24,3114.10011
2810.10905,3083.25905,0.80062572,2.401717053,11362.2,14191.65,5908.96,3126.84651
2810.10905,3083.25905,0.802333253,2.416687202,10701.2,13337.6,5518.96,3119.680712
2810.10905,3083.25905,0.811049878,2.419294953,11626.4,14335,5925.28,3083.511485
2810.10905,3083.25905,0.789392405,2.358085511,9707.04,12296.85,5214.76,3174.654166
2810.10905,3083.25905,0.802599495,2.402698738,10911.3,13594.95,5658.2,3118.565798
2810.10905,3083.25905,0.808040431,2.403788772,10936.1,13534.1,5630.32,3095.921759
2810.10905,3083.25905,0.803590517,2.412975252,10787.6,13424.25,5563.36,3114.421436
